"child"	"age"	"sex"	"task"	"rater1"	"rater2"	"rater2b"	"rater1.sds"	"rater2.sds"	"rater2b.sds"
27	10	2	7	6.8	6	5.9	-0.15	-0.89	-0.99
27	10	2	8	7.3	6.7	6.6	-0.14	-0.65	-0.74
27	10	2	9	5.9	4.6	5.2	0.88	-0.47	0.19
27	10	2	10	6.1	5.1	6.6	0.37	-0.6	0.8
27	10	2	11	8.1	7.9	7.4	-0.6	-0.71	-1
27	10	2	12	7.9	7.6	7.9	-0.75	-0.91	-0.75
27	10	2	13	18.7	18.5	19	-0.46	-0.53	-0.35
27	10	2	14	23	23.1	23.3	-0.19	-0.16	-0.1
27	10	2	15	22.4	23.1	22.7	0.87	1.07	0.96
27	10	2	16	22.2	22.4	22.4	-0.23	-0.18	-0.18
28	10	1	1	8	7.6	7.4	1.79	1.56	1.44
28	10	1	2	7.5	7.2	7.2	1.22	1.04	1.04
28	10	1	3	8.9	8.1	8.5	0.68	0.32	0.5
28	10	1	4	7	6.4	6.3	-0.44	-0.79	-0.85
28	10	1	5	5.5	5.4	5.4	1.05	0.95	0.95
28	10	1	6	4.8	5.4	5.8	-0.19	0.44	0.82
28	10	1	7	7.6	5.4	5.4	0.51	-1.52	-1.52
28	10	1	8	6.1	6.8	6.6	-1.21	-0.56	-0.74
28	10	1	9	7.4	3.8	4.8	2.11	-1.51	-0.24
28	10	1	10	4.8	4.6	5.7	-0.93	-1.16	0
28	10	1	11	9.2	9.4	9.6	-0.39	-0.29	-0.2
28	10	1	12	9.3	7.7	7.6	-0.37	-1.19	-1.25
28	10	1	13	21.8	19.8	19.8	0.56	-0.08	-0.08
28	10	1	14	19.4	22.2	22.3	-1.32	-0.42	-0.39
28	10	1	15	19	19.1	18.8	-0.18	-0.15	-0.25
28	10	1	16	18.9	18.9	18.6	-1.27	-1.27	-1.37
29	12	2	1	6.6	6.2	6.1	1.47	1.18	1.11
29	12	2	2	6.7	6.7	6.4	1.26	1.26	1.05
29	12	2	3	5.5	5.5	5.4	-0.54	-0.54	-0.61
29	12	2	4	6.2	6.3	6.1	-0.26	-0.2	-0.33
29	12	2	5	4.6	3.8	5.2	0.53	-0.49	1.19
29	12	2	6	4.4	3.4	4.8	-0.22	-1.6	0.25
29	12	2	7	5.4	5.5	5.4	-0.68	-0.57	-0.68
29	12	2	8	6.7	6.9	6.6	0.19	0.36	0.1
29	12	2	9	4.1	2.8	3.5	-0.54	-2.61	-1.4
29	12	2	10	4.9	3.3	4.2	-0.27	-2.41	-1.1
29	12	2	11	9.7	9	9.6	1.13	0.8	1.08
29	12	2	12	10.4	9.7	10.1	1.33	1.03	1.21
29	12	2	13	21.4	22	22	0.9	1.08	1.08
29	12	2	14	22.4	24.4	24.4	0.19	0.76	0.76
29	12	2	15	19.6	19.7	19.8	0.54	0.57	0.61
29	12	2	16	19.7	19.7	19.5	-0.39	-0.39	-0.46
30	12	1	1	6.1	5.9	5.8	1.11	0.95	0.88
30	12	1	2	6.2	5.9	6.4	0.9	0.68	1.05
30	12	1	3	5.4	4.8	4.7	-0.61	-1.07	-1.15
30	12	1	4	6.3	5.6	5.5	-0.2	-0.66	-0.73
30	12	1	5	4.4	3.5	4.3	0.57	-0.65	0.45
30	12	1	6	4.7	3.8	5.3	0.41	-0.72	1.05
30	12	1	7	7.2	6.7	6.8	1.02	0.6	0.68
30	12	1	8	7	6.2	6.1	0.45	-0.27	-0.37
30	12	1	9	5.1	3.8	4.1	0.64	-0.96	-0.54
30	12	1	10	6.2	3.7	5	1.01	-1.79	-0.16
30	12	1	11	7	6.1	6.1	-0.62	-1.21	-1.21
30	12	1	12	7.9	8.2	7.2	-0.19	-0.03	-0.59
30	12	1	13	16	17	17	-1.04	-0.63	-0.63
30	12	1	14	22	22.5	22.6	0.07	0.22	0.25
30	12	1	15	15.3	15.9	15.5	-1.05	-0.8	-0.96
30	12	1	16	20.4	20.7	20.9	-0.17	-0.08	-0.01
